pair_id,resume_text,jd_text,label,match_category,target_role,domain
pair_137,"Built ML projects using Python, scikit-learn, PyTorch, FastAPI, Docker, MLflow, and model evaluation for classification and NLP tasks. Additional experience includes model evaluation, FastAPI, ML pipelines, SQL.","Entry-Level Machine Learning Engineer role in General AI requiring TensorFlow, feature engineering, ML pipelines, model evaluation, PyTorch, scikit-learn, FastAPI. Preferred qualifications include SQL, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.83,strong,Machine Learning Engineer,General AI
pair_138,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to Python, embeddings, Hugging Face.","Junior NLP Engineer role in LLM/NLP requiring FastAPI, text classification, Python, transformers, Hugging Face, semantic search, embeddings, NLP. Preferred qualifications include FAISS, ChromaDB, sentence-transformers. Candidate should communicate results clearly, work with Git, and document model behavior.",0.66,medium,NLP Engineer,LLM/NLP
pair_139,"Deployed ML models using FastAPI, Docker, GitHub Actions, AWS ECS, MLflow, CloudWatch monitoring, and reproducible pipelines. Additional experience includes Docker, Python, MLflow, model deployment.","Entry-Level MLOps Engineer role in MLOps requiring monitoring, Python, model deployment, MLflow, FastAPI, Docker. Preferred qualifications include SageMaker, Airflow, CloudWatch. Candidate should communicate results clearly, work with Git, and document model behavior.",0.83,strong,MLOps Engineer,MLOps
pair_140,"Deployed ML models using FastAPI, Docker, GitHub Actions, AWS ECS, MLflow, CloudWatch monitoring, and reproducible pipelines. Additional experience includes model deployment, Docker, CI/CD, SageMaker.","Entry-Level MLOps Engineer role in MLOps requiring Python, Docker, monitoring, model deployment, FastAPI, AWS, MLflow, CI/CD. Preferred qualifications include Airflow, Kubernetes, SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,MLOps Engineer,MLOps
pair_141,"Deployed ML models using FastAPI, Docker, GitHub Actions, AWS ECS, MLflow, CloudWatch monitoring, and reproducible pipelines. Additional experience includes model deployment, ECS, Airflow, GitHub Actions.","Entry-Level MLOps Engineer role in MLOps requiring CI/CD, FastAPI, AWS, GitHub Actions, MLflow, model deployment. Preferred qualifications include CloudWatch, Airflow, ECS, SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.83,strong,MLOps Engineer,MLOps
pair_142,"Built full-stack class projects using Python APIs, SQL, Git, and basic machine learning models. Some exposure to Python, SQL, FastAPI.","Entry-Level AI Application Developer role in GenAI Apps requiring RAG, Docker, LLMs, evaluation, Python, FastAPI, SQL. Preferred qualifications include Streamlit, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.72,medium,AI Application Developer,GenAI Apps
pair_143,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes HL7, RAG, care gaps, FastAPI.","Junior Healthcare AI Engineer role in Healthcare AI requiring FHIR, FastAPI, HL7, LLMs, evaluation, RAG, clinical data. Preferred qualifications include medical terminology, semantic search, care gaps. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,Healthcare AI Engineer,Healthcare AI
pair_144,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes LangChain, Hugging Face, Python, evaluation.","Entry-Level AI Application Developer role in GenAI Apps requiring evaluation, Python, SQL, Git, Docker. Preferred qualifications include Hugging Face, LangChain. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,AI Application Developer,GenAI Apps
pair_145,"Built ML projects using Python, scikit-learn, PyTorch, FastAPI, Docker, MLflow, and model evaluation for classification and NLP tasks. Additional experience includes AWS SageMaker, PyTorch, feature engineering, scikit-learn.","Entry-Level Machine Learning Engineer role in General AI requiring feature engineering, Python, ML pipelines, FastAPI, model evaluation, TensorFlow, PyTorch, scikit-learn. Preferred qualifications include AWS SageMaker, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.89,strong,Machine Learning Engineer,General AI
pair_146,"Completed healthcare analytics coursework using Python, SQL, dashboards, and some clinical data exploration. Some exposure to evaluation, RAG, HIPAA-aware design.","Junior Healthcare AI Engineer role in Healthcare AI requiring Python, FastAPI, HIPAA-aware design, LLMs, evaluation, HL7, RAG. Preferred qualifications include FHIR resources, medical terminology. Candidate should communicate results clearly, work with Git, and document model behavior.",0.74,medium,Healthcare AI Engineer,Healthcare AI
pair_147,"Completed healthcare analytics coursework using Python, SQL, dashboards, and some clinical data exploration. Some exposure to clinical data, LLMs, FastAPI.","Junior Healthcare AI Engineer role in Healthcare AI requiring clinical data, FastAPI, FHIR, HL7, LLMs. Preferred qualifications include FHIR resources, LangGraph, EHR integration, care gaps. Candidate should communicate results clearly, work with Git, and document model behavior.",0.64,medium,Healthcare AI Engineer,Healthcare AI
pair_148,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes SQL, authentication, RAG, LLMs.","Entry-Level AI Application Developer role in GenAI Apps requiring LLMs, FastAPI, RAG, SQL, evaluation. Preferred qualifications include Streamlit, AWS, authentication, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.95,strong,AI Application Developer,GenAI Apps
pair_149,"Retail management resume with scheduling, inventory, team leadership, and customer service experience. Strong communication, teamwork, documentation, and problem-solving skills.","Junior Healthcare AI Engineer role in Healthcare AI requiring RAG, clinical data, Python, LLMs, HL7. Preferred qualifications include medical terminology, semantic search. Candidate should communicate results clearly, work with Git, and document model behavior.",0.43,weak,Healthcare AI Engineer,Healthcare AI
pair_150,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes medical terminology, HIPAA-aware design, clinical data, FHIR.","Junior Healthcare AI Engineer role in Healthcare AI requiring FastAPI, clinical data, FHIR, HIPAA-aware design, LLMs, Python. Preferred qualifications include medical terminology, LangGraph, EHR integration, semantic search. Candidate should communicate results clearly, work with Git, and document model behavior.",0.9,strong,Healthcare AI Engineer,Healthcare AI
